"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Graphical Models: Statistical inference vs. determination","J. Schenk; B. Hornler; A. Braun; G. Rigoll","Institute of Human-Machine Communication, Technische Universität München, Munchen, Germany; Institute of Human-Machine Communication, Technische Universität München, Munchen, Germany; Institute of Human-Machine Communication, Technische Universität München, Munchen, Germany; Institute of Human-Machine Communication, Technische Universität München, Munchen, Germany","2009 IEEE International Conference on Acoustics, Speech and Signal Processing","26 May 2009","2009","","","1717","1720","Using discrete Hidden-Markov-Models (HMMs) for recognition requires the quantization of the continuous feature vectors. In handwritten whiteboard note recognition it turns out that the pen-pressure information, which is important for recognition, is not adequately quantized and looses significance. In this paper, the implicit modeling of the pressure information presented in previous work which uses the deterministic knowledge on the actual pressure is generalized using a Graphical Model (GM) representation based on statistical inference. The results of two state-of-the-art toolboxes implementing HMMs and GMs are compared. It can be seen that the statistical inference approach based on GMs is inferior to the implicit modeling of the pressure information. It is shown that a direct implementation of HMMs outperforms the mathematic identical GM representation.","2379-190X","978-1-4244-2353-8","10.1109/ICASSP.2009.4959934","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4959934","GMs;handwriting recognition;VQ","Graphical models;Hidden Markov models;Handwriting recognition;Character recognition;Automatic speech recognition;Text recognition;Speech recognition;Writing;Probability;Man machine systems","handwritten character recognition;hidden Markov models;statistical analysis","statistical inference;discrete hidden-Markov-models;continuous feature vectors;handwritten whiteboard note recognition;pen-pressure information;graphical model representation","","","","16","","26 May 2009","","","IEEE","IEEE Conferences"
"Sigma–Delta quantization of sub-Gaussian frame expansions and its application to compressed sensing","F. Krahmer; R. Saab; Ö. Yilmaz",NA; NA; NA,"Information and Inference: A Journal of the IMA","18 Jan 2018","2014","3","1","40","58","Suppose that the collection $\{e_{i}\}_{i=1}^{m}$ forms a frame for ℝk, where each entry of the vector ei is a sub-Gaussian random variable. We consider expansions in such a frame, which are then quantized using a Sigma–Delta scheme. We show that an arbitrary signal in ℝk can be recovered from its quantized frame coefficients up to an error which decays root-exponentially in the oversampling rate m/k. Here the quantization scheme is assumed to be chosen appropriately depending on the oversampling rate and the quantization alphabet can be coarse. The result holds with high probability on the draw of the frame uniformly for all signals. The crux of the argument is a bound on the extreme singular values of the product of a deterministic matrix and a sub-Gaussian frame. For fine quantization alphabets, we leverage this bound to show polynomial error decay in the context of compressed sensing. Our results extend previous results for structured deterministic frame expansions and Gaussian compressed sensing measurements.","2049-8772","","10.1093/imaiai/iat007","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8205584","compressed sensing;quantization;random frames;root-exponential accuracy;Sigma–Delta;sub-Gaussian matrices","","","","","12","","","","18 Jan 2018","","","OUP","OUP Journals"
"Compressive sensing with adaptive pixel domain reconstruction for block-based video coding","T. T. Do; X. Lu; J. Sole","Technicolor Corporate Research, Princeton, NJ, USA; Technicolor Corporate Research, Princeton, NJ, USA; Technicolor Corporate Research, Princeton, NJ, USA","2010 IEEE International Conference on Image Processing","3 Dec 2010","2010","","","3377","3380","This paper presents a new look at image/video compression from the compressive sensing's perspective. Quantization in video compression can be regarded as a subsampling process where the signal is mapped into predefined levels. We view the problem of signal reconstruction from its quantized signal vector as a compressive sensing recovery problem where the quantized coefficients are subsampled measurements. Based on this observation, we propose a novel method of image/video coding that employs an adaptive Total-Variation (TV) minimization in the pixel domain to recover the gradient-sparse image blocks from their quantized transform coefficients. We further increase the coding efficiency by encoding only a subset of the transform coefficients and discard the remaining ones. Experiment results show that the proposed framework is efficient with gradient-sparse video signals and outperform the video compression standard H.264/AVC by up to 7% of bitrate reduction.","2381-8549","978-1-4244-7994-8","10.1109/ICIP.2010.5652726","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5652726","Video coding;compressive sensing;nonlinear reconstruction;Total-Variation minimization","Transforms;Encoding;Quantization;Sensors;Image reconstruction;Pixel;Noise","image reconstruction;minimisation;video coding","compressive sensing;adaptive pixel domain reconstruction;block-based video coding;quantization;subsampling process;adaptive total-variation minimization;bitrate reduction","","7","8","7","","3 Dec 2010","","","IEEE","IEEE Conferences"
"Coordinated Beamforming for the Multiuser MIMO Broadcast Channel With Limited Feedforward","C. -B. Chae; D. Mazzarese; T. Inoue; R. W. Heath","Wireless Networking and Communications Group (WNCG), Department of Electrical and Computer Engineering, University of Technology, Austin, TX, USA; Telecommunication R&D Center, Samsung Electronics, Suwon, South Korea; Wireless Networking and Communications Group (WNCG), Department of Electrical and Computer Engineering, University of Technology, Austin, TX, USA; Wireless Networking and Communications Group (WNCG), Department of Electrical and Computer Engineering, University of Technology, Austin, TX, USA","IEEE Transactions on Signal Processing","18 Nov 2008","2008","56","12","6044","6056","Linear transmit beamforming and receive combining is a low complexity approach for communications in the multiuser multiple-input multiple-output (MIMO) channel. This paper proposes a full search and two low complexity coordinated algorithms where each receiver uses a quantized combining vector. Since the optimization is performed at the transmitter with channel state information from all the receivers, the receive combining vectors are (either jointly or independently) quantized at the transmitter and sent to the receivers via a low-rate feedforward control channel. Rate bounds are provided to estimate the impact of quantization loss on the achievable rate in Rayleigh channels. Simulations show that the sum rate of the proposed methods using Grassmannian codebooks is close to the sum capacity of the MIMO broadcast channel, especially in the high signal-to-noise ratio (SNR) regime.","1941-0476","","10.1109/TSP.2008.929869","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4610270","Broadcast channels;interference suppression;multiple-input multiple-output (MIMO) systems;MIMO systems;broadcast channels;interference suppression","Array signal processing;MIMO;Broadcasting;Receiving antennas;Transmitters;Transmitting antennas;Channel state information;Interference;Quantization;Rayleigh channels","broadcast channels;MIMO communication;multiuser channels;Rayleigh channels","coordinated beamforming;multiuser MIMO broadcast channel;limited feedforward;linear transmit beamforming;receive combining;channel state information;Rayleigh channels;Grassmannian codebooks","","60","4","45","","29 Aug 2008","","","IEEE","IEEE Journals"
"Precoder quantization for interference alignment with limited feedback","N. Garg; G. Sharma","Department of Electrical Engineering, Indian Institute of Technology, Kanpur, India; Department of Electrical Engineering, Indian Institute of Technology, Kanpur, India","2015 IEEE Wireless Communications and Networking Conference (WCNC)","18 Jun 2015","2015","","","281","286","Interference Alignment is a promising technique for achieving higher rates by aligning interference at the receiver. To design such a system, the global channel state information at the transmitter (CSIT) as well as at the receiver is necessary. But in practice, it is hard to obtain this information, therefore, limited feedback is used to provide CSIT or the precoder design information to the transmitter. Conventionally, precoders are quantized at receiver by finding its best match in the codebook using chordal distance and its index is fedback to the transmitter. In this paper, instead of minimizing chordal distance, we propose algorithms with objectives that are derived from subspace alignment method, SINR maximization, or minimization of leakage interference power to measure the “goodness” of quantized vector. These algorithms achieve higher rates for small size codebooks. The rate loss has been analyzed for precoder quantization. We also find less computational intensive solution to find the desired vectors in the codebook. The simulation results show that for small codebooks, significant sumrate gains can be achieved for (2 × 2,1)3 for 2–6 bits of feedback per user, compared to quantization based on chordal distance, while for large codebooks, the chordal distance based quantization performs better.","1558-2612","978-1-4799-8406-0","10.1109/WCNC.2015.7127483","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7127483","","Interference;Quantization (signal);Receivers;Transmitters;Algorithm design and analysis;Signal to noise ratio;Covariance matrices","cochannel interference;interference suppression;optimisation;precoding","large codebooks;sumrate gain;leakage interference power minimization;SINR maximization;subspace alignment method;chordal distance;limited feedback;interference alignment;precoder quantization","","8","","10","IEEE","18 Jun 2015","","","IEEE","IEEE Conferences"
"A Modified Adjacent Pixel Intensity Difference Quantization Method for Face Recognition","F. Lee; K. Kotani; Q. Chen; T. Ohmi","New Industry Creation Hatchery Center, University of Tohoku, Sendai, Japan; Department of Electronics, Graduate School of Engineering, University of Tohoku, Sendai, Japan; Department of Electronics, Graduate School of Engineering, University of Tohoku, Sendai, Japan; Department of Electronics, Graduate School of Engineering, University of Tohoku, Sendai, Japan","2009 Second International Conference on Future Information Technology and Management Engineering","15 Jan 2010","2009","","","533","536","We have proposed a very simple yet highly reliable face recognition algorithm using adjacent pixel intensity difference quantization (APIDQ) histogram previously. In this paper, we present a modified quantization method to improve recognition performance. After the intensity variation vectors for all the pixels in an image are calculated, each vector is quantized directly in (dIx, dIy) plane instead of radius-angle plane. By counting the number of elements in each quantized area in the (dIx, dIy) plane, a histogram can be created. This histogram, obtained by APIDQ for facial images, is utilized as a very effective personal feature. Experimental results show maximum average recognition rate of 97.2% for 400 images of 40 persons from the publicly available face database of AT & T Laboratories Cambridge.","","978-1-4244-5339-9","10.1109/FITME.2009.138","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5381044","Face recognition;Adjacent pixel intensity difference quantization (APIDQ);Histogram","Quantization;Face recognition;Histograms;Pixel;Image databases;Spatial databases;Image recognition;Fingerprint recognition;Pattern recognition;Speech recognition","face recognition;visual databases","adjacent pixel intensity difference quantization method;face recognition algorithm;face database","","","","14","","15 Jan 2010","","","IEEE","IEEE Conferences"
"Performance of MUTP assisted IDMA system for downlink communications","K. S. Vishvaksenan; R. Seshasayanan; J. J. Beusan Jeny; S. Subramanian","Electronics and Communication Engineering Department, SSN College of Engineering, Chennai, India; Electronics and Communication Engineering Department, College of Engineering Guindy, Chennai, India; SSN College of Engineering, Chennai, India; Microsoft Corporation, CA, USA","2013 International Conference on Communication and Signal Processing","15 Aug 2013","2013","","","977","981","In this paper, we evaluate the performance of multi-user transmitter pre-processing (MUTP) assisted interleaved division multiple access (IDMA) over frequency-selective channel in the context of downlink (DL) communications. The MUTP is realized by singular value decomposition (SVD) which exploits imperfect channel state information (CSI) of all the users estimated at the mobile stations (MSs). In this considered work, the CSI is estimated using minimum mean square error (MMSE) algorithm and it is vector quantized at the MS and the bits representing the quantized magnitudes and phases are feedback to the base station (BS) through the dedicated low rate noisy channel. The quantized bits are recovered at the BSs to evaluate the transmitter pre-processing (TP) matrix. Further, we consider the turbo coded MUTP assisted IDMA system to mitigate the effects of multiple access interference (MAI) and multi stream interference (MSI) and we compare the performance of such coded system with uncoded system. It is discerned from the simulation results that the MUTP assisted IDMA system provides the better performance in terms of bit error rate (BER) with low signal to noise ratio (SNR).","","978-1-4673-4866-9","10.1109/iccsp.2013.6577202","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6577202","Interleave division multiple access (IDMA);multiple access interference (MAI) multi stream interference (MSI);multi-user transmitter pre-processing (MUTP);SUI channel model;singular value decomposition (SVD)","Channel models;Transmitters;Bit error rate;Downlink;Multiaccess communication;MIMO;Wireless communication","error statistics;interference (signal);least mean squares methods;mobile radio;multi-access systems;singular value decomposition","MUTP;IDMA system;downlink communications;multi-user transmitter preprocessing;interleaved division multiple access;frequency-selective channel;singular value decomposition;SVD;channel state information;CSI;mobile stations;minimum mean square error;MMSE algorithm;multiple access interference;MAI;multi stream interference;MSI;bit error rate;BER;signal to noise ratio;SNR","","","","18","","15 Aug 2013","","","IEEE","IEEE Conferences"
"Effectiveness of LP Derived Features and DCTC in Twins Identification - Iterative Speaker Clustering Approach","A. Revathi; R. Chinnadurai; Y. Venkataramani","Department of ECE, National Institute of Technology, Trichy, India; Department of ECE, National Institute of Technology, Trichy, India; Saranathan College of Engineering, Trichy, India","International Conference on Computational Intelligence and Multimedia Applications (ICCIMA 2007)","7 Jan 2008","2007","1","","535","539","The main objective of this paper is to explore the effectiveness of LP derived features and DCTC for the purpose of twins identification based on their speech samples. We propose features such as LPCC, LSF and DCTC in evaluating the performance of the system. The features LPCC and LSF are derived by performing LP analysis on speech segments of 16 msecs duration. For extracting DCTC, speech samples are transformed into DCT coefficients first and IDCT is performed on logarithm of DCT coefficients. These features are captured and quantized into M clusters representing L feature vectors by means of K-means clustering approach. Twins identification is done on the basis of finding distance between cluster centroids and feature vectors of the noisy test speech. Speaker is identified based on the minimum average distance between speaker models and feature vectors of noisy test speech. The proposed features are analyzed in this work and experimental results reveal the good performance of the system in terms of sub optimal and true success rates and also perform the comparative analysis between the proposed features.","","0-7695-3050-8","10.1109/ICCIMA.2007.199","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4426634","","Iterative methods;Loudspeakers;Speaker recognition;Resonance;Linear predictive coding;Performance analysis;Automatic speech recognition;Cepstral analysis;Filters;Speech analysis","","","","9","","11","","7 Jan 2008","","","IEEE","IEEE Conferences"
"A Low Feedback Scheme for WMAN MIMO Beamforming","Q. Li; G. Li; X. E. Lin; S. Zheng","Intel Corporation, Santa Clara, CA, USA; Intel Corporation, Santa Clara, CA, USA; Intel Corporation, Santa Clara, CA, USA; Intel Corporation, Santa Clara, CA, USA","2007 IEEE Radio and Wireless Symposium","23 Apr 2007","2007","","","349","352","Two techniques, i.e. differential and complementary feedbacks, are derived to reduce the feedback overhead for MIMO transmit beamforming. The unitary beamforming matrix is the cumulative product of the fed back unitary matrixes for differential feedback. The fed back matrix depicts the incremental change of the beamforming matrix and it is quantized by small vector codebooks. The overhead can be further reduced by complementary feedback for channel with N transmit and M receive antennas, where M is N or N-1. One unit vector is fed back instead of one unitary matrix. The vector corresponds to the complementary subspace of the beamforming subspace for M=N-1 or corresponds to the strongest or weakest singular mode for M=N. Simulation with 3GPP LTE settings demonstrates that both techniques can reduce the feedback overhead by more than 30% with little performance degradation","2164-2974","1-4244-0444-4","10.1109/RWS.2007.351840","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4160723","MIMO;closed-loop;transmit beamforming;quantization;differential feedback","Feedback;MIMO;Array signal processing;Quantization;Transmitting antennas;Matrix decomposition;Feeds;Error correction;Educational institutions;USA Councils","3G mobile communication;antenna arrays;matrix algebra;MIMO communication;WiMax","WMAN MIMO beamforming;low feedback scheme;complementary feedbacks;MIMO transmit beamforming;unitary beamforming matrix;cumulative product;fed back unitary matrixes;receive antennas;transmit antennas;3GPP LTE","","2","4","21","","23 Apr 2007","","","IEEE","IEEE Conferences"
"Efficient pitch predictor algorithm in ITU-T G.723.1","Chunmao Zhang; Kun Tang; Huijuan Cui; Wen Du; Jing Li","State Key Laboratory on Microwave & Digital Communication, Tsinghua University, Beijing, China; State Key Laboratory on Microwave & Digital Communication, Tsinghua University, Beijing, China; State Key Laboratory on Microwave & Digital Communication, Tsinghua University, Beijing, China; State Key Laboratory on Microwave & Digital Communication, Tsinghua University, Beijing, China; State Key Laboratory on Microwave & Digital Communication, Tsinghua University, Beijing, China","International Conference on Communication Technology Proceedings, 2003. ICCT 2003.","9 Jul 2003","2003","2","","1727","1729 vol.2","The application and implementation of ITU-T G.723.1 speech codec is narrowly limited because of the high computational complexity. A new close-loop pitch search algorithm is presented in this paper. This algorithm is still based on the 5-order pitch predictor. A Weiner-Hopf equation is established from the 20-dimension vector, which is used by the 20-dimension codebook search in G.723.1 algorithm. The equation is further simplified into a Toeplitz equation and the resolution is exactly the optimal pitch predictor gain and is vector quantized with a 5-dimension vector codebook. The synthesized speech quality degrades slightly and the code is compatible with the G.723.1 algorithm while the computational complexity decreases near a half.","","7-5635-0686-1","10.1109/ICCT.2003.1209861","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1209861","","Prediction algorithms;Equations;Filters;Computational complexity;Speech synthesis;Speech coding;Delay effects;Laboratories;Digital communication;Speech codecs","prediction theory;frequency estimation;computational complexity;integral equations;Toeplitz matrices;speech codecs;speech coding","pitch predictor algorithm;ITU-T G.723.1 speech codec;computational complexity;Wiener-Hopf equation;synthesized speech quality;Toeplitz equation;codebook;closed loop pitch search","","","","6","","9 Jul 2003","","","IEEE","IEEE Conferences"
"Off-Line Handwritten Character Recognition of Devnagari Script","U. Pal; N. Sharma; T. Wakabayashi; F. Kimura","Computer Vision and Pattern Recognition Unit, Indian Statistical Institute, Kolkata, India; Computer Vision and Pattern Recognition Unit, Indian Statistical Institute, Kolkata, India; Graduate School of Engineering, Mie University, Tsu, Japan; Graduate School of Engineering, Mie University, Tsu, Japan","Ninth International Conference on Document Analysis and Recognition (ICDAR 2007)","12 Nov 2007","2007","1","","496","500","In this paper we present a system towards the recognition of off-line handwritten characters of Devnagari, the most popular script in India. The features used for recognition purpose are mainly based on directional information obtained from the arc tangent of the gradient. To get the feature, at first, a 2times2 mean filtering is applied 4 times on the gray level image and a non-linear size normalization is done on the image. The normalized image is then segmented to 49times49 blocks and a Roberts filter is applied to obtain gradient image. Next, the arc tangent of the gradient (direction of gradient) is initially quantized into 32 directions and the strength of the gradient is accumulated with each of the quantized direction. Finally, the blocks and the directions are down sampled using Gaussian filter to get 392 dimensional feature vector. A modified quadratic classifier is applied on these features for recognition. We used 36172 handwritten data for testing our system and obtained 94.24% accuracy using 5-fold cross-validation scheme.","2379-2140","978-0-7695-2822-9","10.1109/ICDAR.2007.4378759","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4378759","","Character recognition;Handwriting recognition;Filters;Filtering;Pattern recognition;Image segmentation;Automation;Computer vision;System testing;Natural languages","document image processing;filtering theory;Gaussian processes;handwritten character recognition;image segmentation","offline handwritten character recognition;Devnagari script;mean filtering;gray level image;nonlinear size normalization;normalized image segmentation;Gaussian filter","","47","","19","","12 Nov 2007","","","IEEE","IEEE Conferences"
"A System for Off-Line Oriya Handwritten Character Recognition Using Curvature Feature","U. Pal; T. Wakabayashi; F. Kimura","Computer Vision and Pattern Recognition Unit, Indian Statistical Institute, Kolkata, India; Graduate School of Engineering, Mie University, Tsu, Mie, Japan; Graduate School of Engineering, Mie University, Tsu, Mie, Japan","10th International Conference on Information Technology (ICIT 2007)","4 Jan 2008","2007","","","227","229","In this paper we present a system towards the recognition of off-line Oriya handwritten characters. Since most of the Oriya characters have curve-like stroke, we use curvature feature for the recognition purpose. To get the feature, at first, the input image is size normalized and segmented into 49times49 blocks. Curvature is then computed using bi-quadratic interpolation method and quantized into 3 levels according to concave, linear and convex regions. Next direction of gradient is quantized into 32 levels with pi/16 intervals, and strength of the gradient is accumulated in each of the 32 directions and in each of the 3 curvature levels of every block. A spatial resolution is made to get 7times7 blocks from 49times49 blocks and a directional resolution is made to get 8 directions from 32 directions. Using curvature features for 3 levels we get 1176 (7times7 blocks times 8 directions times 3 levels) dimensional features. Finally using principal component analysis we reduce the dimension 1176 to 392 and this 392 dimensional feature vector is fed to a quadratic classifier for recognition. We tested 18190 samples of Oriya handwritten samples and obtained 94.60% accuracy from our proposed system.","","0-7695-3068-0","10.1109/ICIT.2007.63","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4418301","","Character recognition;Shape;Handwriting recognition;Computer vision;Spatial resolution;Speech recognition;Information technology;Pattern recognition;Image segmentation;Interpolation","feature extraction;handwritten character recognition;image classification;interpolation;natural language processing;principal component analysis","offline Oriya handwritten character recognition;curvature feature;biquadratic interpolation method;principal component analysis;quadratic classifier","","43","","9","","4 Jan 2008","","","IEEE","IEEE Conferences"
"Signature optimization for DS-CDMA with limited feedback","W. Santipach; M. L. Honig","Department of Electrical and Computer Engineering, Northwestern University, Evanston, IL, USA; Department of Electrical and Computer Engineering, Northwestern University, Evanston, IL, USA","IEEE Seventh International Symposium on Spread Spectrum Techniques and Applications,","10 Dec 2002","2002","1","","180","184 vol.1","We examine a direct sequence (DS)-code division multiple access (CDMA) system with signature optimization for interference avoidance. Reduced-rank signature optimization, in which each signature is constrained to lie in a lower-dimensional subspace is analyzed with a matched filter receiver. Performance is studied assuming that the signature coefficients are quantized for transmission over a feedback channel with limited bandwidth. Assuming scalar quantization of each reduced-rank coefficient, the dimension which maximizes the output signal-to-interference plus noise ratio depends on the load and number of feedback bits, and can be much less than the number of signature coefficients. The performance of quantized reduced-rank signature optimization is compared with a random vector quantization scheme, which gives an upper bound on performance.","","0-7803-7627-7","10.1109/ISSSTA.2002.1049310","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1049310","","Multiaccess communication;Feedback;Constraint optimization;Interference constraints;Subspace constraints;Matched filters;Bandwidth;Quantization;Noise reduction;Signal to noise ratio","optimisation;quantisation (signal);code division multiple access;spread spectrum communication;interference suppression;matched filters;receivers","DS-CDMA;limited feedback;direct sequence-code division multiple access;interference avoidance;reduced-rank signature optimization;lower-dimensional subspace;matched filter receiver;scalar quantization;reduced-rank coefficient;output signal-to-interference plus noise ratio","","14","","","","10 Dec 2002","","","IEEE","IEEE Conferences"
"Low complexity recursive coding of spectrum parameters","A. D. Subramaniam; W. R. Gardner; B. D. Rao","University of California, San Diego, La Jolla, CA, USA; Qualcomm, Inc., San Diego, CA, USA; University of California, San Diego, La Jolla, CA, USA","2002 IEEE International Conference on Acoustics, Speech, and Signal Processing","7 Apr 2011","2002","1","","I-637","I-640","A low complexity vector quantization scheme for the recursive coding of speech spectrum parameters is proposed. In this scheme, the joint probability density function (pdf) of the spectrum parameters of successive speech frames is modelled using a Gaussian mixture model whose parameters are estimated using the Expectation Maximization (EM) algorithm. The conditional density of the spectrum parameters of the current speech frame based on the quantized values of the spectrum parameters of previous speech frames is used to generate a new codebook for every current speech frame. An efficient quantization scheme using transform coding and bit allocation techniques which allows easy and computationally efficient mapping from observation to quantized value is developed. Transparent quality speech for the first order fixed rate recursive coding case is achieved at 20 bits per frame.","1520-6149","0-7803-7402-9","10.1109/ICASSP.2002.5743798","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5743798","","Speech coding;Books;Computational modeling;Cepstrum;Prediction algorithms;Speech","","","","1","","9","","7 Apr 2011","","","IEEE","IEEE Conferences"
"Visual gesture recognition for real-time editing system","Byung-Woo Min; Ho-Sub Yoon; Jung Soh; Young-Kyu Yang","Image Processing Department, Electronics and Telecommunications Research Institute, Daejeon, South Korea; Image Processing Department, Electronics and Telecommunications Research Institute, Daejeon, South Korea; Image Processing Department, Electronics and Telecommunications Research Institute, Daejeon, South Korea; Image Processing Department, Electronics and Telecommunications Research Institute, Daejeon, South Korea","Proceedings IEEE International Conference on Multimedia Computing and Systems","6 Aug 2002","1999","2","","982","984 vol.2","This research aims to recognize one-stroke pictorial gestures from visual images, and to develop a graphic/text editing system running in real time. The tasks are performed through three steps: moving-hand tracking and trajectory generation, key-gesture segmentation and gesture recognition by analyzing dynamic features. A gesture vocabulary consists of forty-eight gestures of three types: (1) six editing commands, (2) six graphic primitives, (3) alphanumeric characters-twenty-six alphabetic and ten numerical. Some dynamic features are obtained from spatio-temporal trajectories and quantized by the K-means algorithm. The quantized vectors were trained and tested using hidden Markov models (HMMs).","","0-7695-0253-9","10.1109/MMCS.1999.778624","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=778624","","Real time systems;Graphics;Hidden Markov models;Image recognition;Text recognition;Trajectory;Image segmentation;Performance analysis;Vocabulary;Testing","gesture recognition;hidden Markov models","gesture recognition;real-time editing;moving-hand tracking;graphic/text editing system;trajectory generation;key-gesture segmentation;hidden Markov models","","","","2","","6 Aug 2002","","","IEEE","IEEE Conferences"
"Phase modeling and quantization for low-rate harmonic+noise coding","E. W. M. Yu; C. -F. Chan","City University of Hong Kong, Kowloon, HK; Department of Computer Engineering and Information Technology City University of Hong Kong, Kowloon, Hong Kong","2002 11th European Signal Processing Conference","30 Mar 2015","2002","","","1","4","This paper presents a novel technique for modeling and quantization of the phase information in low-rate harmonic+noise coding. In the proposed phase model, each frequency track is adjusted by a frequency deviation (FD) that reduces the error between measured and predicted phases. By exploiting the intraframe relationship of the FD's, the phase information is represented more efficiently when compared with the representation by measured phases or by phase prediction residuals. An efficient FD quantization scheme based on closed-loop analysis is also developed. In this scheme, the FD of the first harmonic and a vector of the FD differences are quantized by minimizing a perceptually weighted distortion measure between the measured phases and the quantized phases. The proposed technique reproduces the temporal events of the original speech signal and improves the subjective quality of the synthesized speech using 13 bits per frame only.","2219-5491","","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7072087","","Manganese;Abstracts;Minimization","distortion;minimisation;prediction theory;quantisation (signal);speech coding;speech synthesis","phase information quantization;phase information modeling;low rate harmonic+noise coding;frequency deviation;phase prediction residuals;FD quantization scheme;closed loop analysis;perceptually weighted distortion measure minimization;temporal events;speech signal;subjective quality improvement;speech synthesis","","","","10","","30 Mar 2015","","","IEEE","IEEE Conferences"
"A knowledge-based approach for script recognition without training","P. V. S. Rao","Computer Systems and Communications Group, Tata Institute of Fundamental Research, Bombay, India","IEEE Transactions on Pattern Analysis and Machine Intelligence","6 Aug 2002","1995","17","12","1233","1239","The approach described is based on an empirical parametric model for the handwriting recognition system. The parameters are so chosen and quantized as to retain only broad shape information, ignoring writer-dependent and other variability. Concatenation of character prototypes generates archetypal reference words for recognition, and training is unnecessary. The recognition scores exceed 90%.","1939-3539","","10.1109/34.476518","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=476518","","Shape;Character recognition;Pattern recognition;Hidden Markov models;Parametric statistics;Writing;Prototypes;Character generation;Decoding;Transfer functions","character recognition;knowledge based systems;image coding;image segmentation;real-time systems","knowledge-based system;cursive script recognition;empirical parametric model;handwriting recognition system;archetypal reference words;character recognition;decoding;encoding;shape vectors;transition segments","","3","","17","","6 Aug 2002","","","IEEE","IEEE Journals"
"An approach to text-independent speaker recognition with short utterances","K. Li; E. Wrench","Defense Communications Division, ITT, San Diego, CA, USA; Defense Communications Division, ITT, San Diego, CA, USA","ICASSP '83. IEEE International Conference on Acoustics, Speech, and Signal Processing","29 Jan 2003","1983","8","","555","558","A new technique for text-independent speaker recognition is proposed which uses a statistical model of the speaker's vector quantized speech. The technique retains text-independent properties while allowing considerably shorter test utterances than comparable speaker recognition systems. The frequently-occurring vectors or characters form a model of multiple points in the n dimensional speech space instead of the usual single point models, The speaker recognition depends on the statistical distribution of the distances between the speech frames from the unknown speaker and the closest points in the model. Models were generated with 100 seconds of conversational training speech for each of 11 male speakers. The system was able to identify 11 speakers with 96%, 87%, and 79% accuracy from sections of unknown speech of durations of 10, 5, and 3 seconds, respectively. Accurate recognition was also obtained even when there were variations in channels over which the training and testing data were obtained. A real-time demonstration system has been implemented including both training and recognition processes.","","","10.1109/ICASSP.1983.1172258","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1172258","","Speaker recognition;Speech recognition;Loudspeakers;System testing;Statistical analysis;Winches;Statistical distributions;Production;Data mining;Real time systems","","","","30","2","3","","29 Jan 2003","","","IEEE","IEEE Conferences"
