"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Layered Representation of Bengali Texts in Reduced Dimension Using Deep Feedforward Neural Network for Categorization","B. Purkaystha; T. Datta; M. S. Islam; Marium-E-Jannat","Computer Science and Engineering, Shahjalal University of Science and Technology, Sylhet, Bangladesh; Computer Science and Engineering, Shahjalal University of Science and Technology, Sylhet, Bangladesh; Computer Science and Engineering, Shahjalal University of Science and Technology, Sylhet, Bangladesh; Computer Science and Engineering, Shahjalal University of Science and Technology, Sylhet, Bangladesh","2018 21st International Conference of Computer and Information Technology (ICCIT)","3 Feb 2019","2018","","","1","5","Automatic text categorization is a primary step in information retrieval where it is necessary to find the most relevant documents in an enormous volume. It is also useful in a wide range of web domains, such as from portal sites to news indexing, or from spam filtering to genre tagging. A significant amount of research works has been carried out in this field, and they are mostly dominated by Support Vector Machines (SVMs) models. Although these models have been very successful, but they require careful feature engineering to achieve optimum results. In this paper, we propose a model for Bengali text categorization that doesn't require feature engineering and is able to capture nonlinearity in data. We had first found a lower dimensional representation for the tf-idf vectors of each document using denoising autoencoders, and then we fed this transformed domain data vector into a deep feedforward network to find its most plausible category. We also show empirically that our model achieves 94.05 % accuracy for 12 categories that surmounts the best existing models on Bengali text categorization.","","978-1-5386-9242-4","10.1109/ICCITECHN.2018.8631935","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8631935","auto encoders;tt-idt;deep learning;SVM;text categorization","Biological system modeling;Noise reduction;Analytical models;Mathematical model;Text categorization;Support vector machines;Feature extraction","feedforward neural nets;Internet;support vector machines;text analysis;vectors","transformed domain data vector;Bengali text categorization;layered representation;Bengali texts;deep feedforward neural network;automatic text categorization;web domains;Support Vector Machines models;tf-idf vectors;denoising autoencoders","","2","","20","IEEE","3 Feb 2019","","","IEEE","IEEE Conferences"
"Autonomous Deep Learning: Incremental Learning of Deep Neural Networks for Evolving Data Streams","A. Ashfahani","School of Computer Science and Engineering, Nanyang Technological University, Singapore","2019 International Conference on Data Mining Workshops (ICDMW)","13 Jan 2020","2019","","","83","90","It was recently demonstrated that network evolution strategies can be used to handle evolving data streams. However, most of these strategies are applied on shallow network structure making it unable to benefit from the power of depth. The application of deep neural networks (DNNs) for evolving data streams is hindered by its static nature which cannot adapt to rapidly changing environments. In this paper, we demonstrate that recently proposed DNN approaches, Autonomous Deep Learning (ADL) and Deep Evolving Denoising Autoencoder (DEVDAN), are able to address evolving data stream problems by adopting a flexible network structure DNN. In other words, these approaches manage to incrementally construct its network structure from scratch in respect to the variation of data. Furthermore, these methods work with the absence of a user-defined threshold and fully operate in the single-pass learning fashion. The multiple hidden nodes growing and adaptive synapses pruning are proposed to boost the predictive performance. When tested on popular datasets, the modified version of ADL and DEVDAN outperformed its original version and existing strategies while maintaining the space and computational complexity to an acceptable level. Also, data streams related research directions to deal with semi-supervised learning are discussed.","2375-9259","978-1-7281-4896-0","10.1109/ICDMW.2019.00023","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8955598","Deep Neural Networks, Data Streams, Online Learning, Adaptive Synapses Pruning","Task analysis;Neural networks;Data models;Noise reduction;Computational complexity;Labeling;Reactive power","data handling;neural nets;supervised learning","Autonomous Deep Learning;incremental Learning;deep neural networks;evolving data streams;network evolution strategies;shallow network structure;Deep Evolving Denoising Autoencoder;flexible network structure DNN;ADL;DEVDAN;single-pass learning;semisupervised learning","","2","","38","","13 Jan 2020","","","IEEE","IEEE Conferences"
"A New Point Anomaly Detection Method About Aero Engine Based on Deep Learning","X. FU; H. Chen; G. Zhang; T. Tao","School of Naval Architecture and Ocean Engineering, Harbin Institute of Technology at Weihai, Weihai, Shandong, China; School of Naval Architecture and Ocean Engineering, Harbin Institute of Technology at Weihai, Weihai, Shandong, China; School of Naval Architecture and Ocean Engineering, Harbin Institute of Technology at Weihai, Weihai, Shandong, China; Maintenance & Engineering Department, Sichuan Airlines, Chengdu, Sichuan, China","2018 International Conference on Sensing,Diagnostics, Prognostics, and Control (SDPC)","14 Mar 2019","2018","","","176","181","Aero engine is one of the most important parts of the aircraft, so timely and efficient discovery of aero engine anomalies is essential for aircraft flight safety and airline economy. Aero engine anomaly detection method based on data driven can effectively improve the accuracy and economy of aero engine fault diagnosis. Based on data difference abnormalities can be divided into two categories: point anomaly and collective anomaly. This paper presents a method of aero engine point anomaly detection based on deep learning, and the method is composed of two main parts: the feature extraction and the anomaly detection. Feature extraction is primarily based on the construction of stacked denoising autoencoder to extract the features of the original input data, and anomaly detection is to build a single gaussian model to detect anomalies. The experimental results are analyzed to verify that the method proposed in this paper has obvious effect on point anomaly detection in the aero engine.","","978-1-5386-6057-7","10.1109/SDPC.2018.8664977","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8664977","Anomaly Detection;Aero Engine;Deep Learning;SDAE;SGM","Feature extraction;Engines;Anomaly detection;Mathematical model;Deep learning;Training;Aircraft","aerospace computing;aerospace engines;aerospace safety;aircraft;fault diagnosis;feature extraction;Gaussian distribution;learning (artificial intelligence);neural nets","deep learning;aircraft flight safety;airline economy;aero engine anomaly detection method;aero engine fault diagnosis;feature extraction;stacked denoising autoencoder;gaussian model","","2","","13","","14 Mar 2019","","","IEEE","IEEE Conferences"
"Deep Learning for Predicting the Operation of Under-Frequency Load Shedding Systems","Y. Xiao; R. Zhao; Y. Wen","Yunnan Power Grid Planning and Construction Research Center, Kunming, China; School of Electrical Engineering, Chongqing University, Chongqing, China; School of Electrical and Information Engineering, Hunan University, Changsha, China","2019 IEEE Innovative Smart Grid Technologies - Asia (ISGT Asia)","24 Oct 2019","2019","","","4142","4147","The frequency nadir and the potential stages to be triggered by the under-frequency load shedding (UFLS) systems are two most important metrics for evaluating the severity of a sudden active power imbalance event. However, the excessive computational time required to apply conventional methods for those calculations does not allow the real-time application. To tackle this issue, this paper describes how the post-fault frequency nadir and the triggering stages of the UFLS could be rapidly and accurately predicted using a deep learning tool based on the stacked denoising autoencoder (SDAE). This data-driven method employs the actual feature data as the inputs and establishes a nonlinear mapping between the input and output data through a deep network architecture. The parameters of the SDAE are optimized by a two-stage training strategy, i.e., the pre-training and the fine-tuning incorporated with the dropout technique. Case studies on a modified New England 39-bus system show that the proposed approach has extremely high computation speed compared to the time-domain simulation method, and achieves higher prediction accuracy in comparison with other shallow neural networks.","2378-8542","978-1-7281-3520-5","10.1109/ISGT-Asia.2019.8881643","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8881643","deep learning;frequency nadir;UFLS;SDAE;frequency stability","Deep learning;Security;Training;Power system stability;Power system dynamics;Time-frequency analysis","learning (artificial intelligence);load shedding;neural nets;power generation control;power system management","post-fault frequency nadir;deep learning tool;stacked denoising autoencoder;SDAE;data-driven method;feature data;output data;deep network architecture;two-stage training strategy;modified New England 39-bus system show;time-domain simulation method;under-frequency load shedding systems;sudden active power imbalance event;UFLS systems","","2","","20","","24 Oct 2019","","","IEEE","IEEE Conferences"
"HDNN-CF: A hybrid deep neural networks collaborative filtering architecture for event recommendation","L. Zou; Y. Gu; J. Song; W. Liu; Y. Yao","Department of Computer Science and Technology, Tsinghua University, Beijing, China; Department of Computer Science and Technology, Tsinghua University, Beijing, China; Department of Computer Science and Technology, Tsinghua University, Beijing, China; Department of Computer Science and Technology, Tsinghua University, Beijing, China; Department of Computer Science and Technology, Tsinghua University, Beijing, China","2017 IEEE SmartWorld, Ubiquitous Intelligence & Computing, Advanced & Trusted Computed, Scalable Computing & Communications, Cloud & Big Data Computing, Internet of People and Smart City Innovation (SmartWorld/SCALCOM/UIC/ATC/CBDCom/IOP/SCI)","28 Jun 2018","2017","","","1","8","Along with the rise of Event-Based Social Networks (EBSNs), event recommendation has become an increasing important problem. However, unlike recommending usual items, such as movies or music, event recommendation suffers from severe cold-start problem, because most events in EBSNs are typically short-lived and registered by only a few users. Additionally, the available feedbacks for events are implicit feedbacks. In this work, we propose a Hybrid Deep Neural Networks Collaborative Filtering Architecture (HDNN-CF) that collaboratively makes use of the events' semantic information and users' implicit feedbacks for event recommendation. Specifically, we extend state-of-the-art method AutoRec to model implicit feedbacks by proposing Probabilistic AutoRec (PAutoRec). We collaboratively train a Stacked Denoise AutoEncoder (SDAE) to learn the deep representation of the semantic information and a PAutoRec to collaborative filter based on implicit feedbacks. Extensive experiments on a real large scale dataset Meetup show that HDNN-CF significantly outperforms state-of-the-art methods by 10% on recall of top 30 recommendations.","","978-1-5386-0435-9","10.1109/UIC-ATC.2017.8397524","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8397524","","Semantics;Collaboration;Mathematical model;Predictive models;Neural networks;Filtering;Adaptation models","collaborative filtering;learning (artificial intelligence);neural nets;recommender systems;social networking (online)","HDNN-CF;hybrid deep neural networks collaborative filtering architecture;event recommendation;EBSNs;cold-start problem;available feedbacks;implicit feedbacks;events;users;Event-Based Social Networks;Probabilistic AutoRec;Stacked Denoise AutoEncoder;SDAE","","1","","27","","28 Jun 2018","","","IEEE","IEEE Conferences"
"Patient-specific detection of ventricular tachycardia in remote continuous health devices","A. Juneja; M. Marefat","Electrical and Computer Engineering Department, University of Arizona, Tucson, Arizona, United States; Electrical and Computer Engineering Department, University of Arizona, Tucson, Arizona, United States","2016 38th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC)","18 Oct 2016","2016","","","529","532","Ventricular Tachycardia (VT) is a dangerous arrhythmic event which can lead to sudden cardiac death if not detected and taken care of in time. This work uses non-linear features derived from Recurrence Quantification Analysis (RQA) along with Kolmogorov complexity, by analyzing the ECG signals, to train a classifier which can predict VT prior to their onset in remote continuous health devices. Compressed ECG signal along with amplitude ranges extracted from the ECG signal are used as features to strengthen the classifier. Stacked Denoising Autoencoders (SDAE) are used for the purpose of feature extraction and compression of signals, and their performance is compared with other works that detect VT for different window sizes. Softmax Regression is used as the classifier in this work. The proposed method is tested against MIT-BIH Arrhythmia database, MIT-BIH Malignant Ventricular Arrhythmia Database (VFDB) and Creighton University Ventricular Tachyarrhythmia Database (CUDB). A total of 96.52% accuracy with 96.18% sensitivity is obtained after testing the proposed method on all test records.","1558-4615","978-1-4577-0220-4","10.1109/EMBC.2016.7590756","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7590756","","Feature extraction;Electrocardiography;Training;Databases;Complexity theory;Testing;Heart beat","compressed sensing;diseases;electrocardiography;feature extraction;medical disorders;medical signal processing;regression analysis;signal classification","patient-specific detection;ventricular tachycardia;remote continuous health devices;dangerous arrhythmic event;cardiac death;nonlinear features;recurrence quantification analysis;Kolmogorov complexity;classifier;compressed ECG signal;amplitude range extraction;stacked denoising autoencoders;feature extraction;window sizes;Softmax regression;MIT-BIH malignant ventricular arrhythmia database;Creighton University ventricular tachyarrhythmia database","Algorithms;Arrhythmias, Cardiac;Electrocardiography;Humans;Tachycardia, Ventricular;Ventricular Fibrillation","1","","13","","18 Oct 2016","","","IEEE","IEEE Conferences"
"Fast Estimation of Total Transfer Capability Considering both Load and Source Uncertainties","W. Liu; Y. Liu; L. Zhang; H. Wu; Q. Zhang; M. Yang","Key Laboratory of Power System, Shandong University, Jinan, China; Key Laboratory of Power System, Shandong University, Jinan, China; Jiangsu Electric Power Dispatching and Control Center, State Grid Jiangsu Electric Power Company, Nanjing, China; Jiangsu Electric Power Dispatching and Control Center, State Grid Jiangsu Electric Power Company, Nanjing, China; Jiangsu Electric Power Dispatching and Control Center, State Grid Jiangsu Electric Power Company, Nanjing, China; Jiangsu Electric Power Dispatching and Control Center, State Grid Jiangsu Electric Power Company, Nanjing, China","2019 IEEE Sustainable Power and Energy Conference (iSPEC)","30 Jan 2020","2019","","","1291","1296","With the development of smart grid and new energy technologies, both load and source uncertainties need be considered in the calculation of total transfer capability (TTC) of power system transmission. Based on deep learning technology and the improved multi-point estimation method, a fast TTC estimation method considering uncertainties of load power, demand response and wind power generation is proposed. The uncertainties are represented by probability distribution of prediction error and Nataf transformation is introduced to deal with the non-normal probability distributions and their correlations. The stacked denoising autoencoder is employed to estimate TTCs of operating scenarios generated by Nataf transform and the improved multi-point estimation method is used to obtain their probability. Simulation results demonstrate that the fast estimation method is able to consider both load and source uncertainties effectively and calculate TTC fast and accurately.","","978-1-7281-4930-1","10.1109/iSPEC48194.2019.8975281","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8975281","Total transfer capability;deep learning;multi-point estimation;Nataf transformation;power system","","demand side management;estimation theory;probability;transmission networks;wind power","power system transmission;deep learning technology;fast TTC estimation method;load power;demand response;wind power generation;Nataf transformation;fast estimation;total transfer capability;multipoint estimation method;probability distribution;prediction error;stacked denoising autoencoder","","1","","13","","30 Jan 2020","","","IEEE","IEEE Conferences"
"Representation Learning for Improved Generalization of Adversarial Domain Adaptation with Text Classification","A. Khaddaj; H. Hajj","American University of Beirut, Lebanon; American University of Beirut, Lebanon","2020 IEEE International Conference on Informatics, IoT, and Enabling Technologies (ICIoT)","11 May 2020","2020","","","525","531","Domain Adaptation techniques remain limited in accuracy and robustness due to data sparsity. In this paper, we present a new approach called Domain Adversarial network with Representation Learning (DARL), to improve domain adaptation by introducing an encoding layer as part of DARL model learning. We integrate a Stacked Denoising Autoencoder and Adversarial learning for the domain adaptation process. The advantage of the proposed method is that it can extract descriptive features under noisy conditions while still learning task discriminative features. The encoding under noisy reconstruction ensures both higher accuracy and increased robustness in the learning process. We evaluate DARL using Amazon review data set and the results showed superior accuracy and robustness compared to Domain Adversarial Neural Networks (DANN).","","978-1-7281-4821-2","10.1109/ICIoT48696.2020.9089430","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9089430","","Feature extraction;Training;Task analysis;Support vector machines;Noise reduction;Predictive models;DVD","convolutional neural nets;feature extraction;learning (artificial intelligence);pattern classification;text analysis","adversarial domain adaptation;text classification;domain adaptation techniques;data sparsity;domain adversarial network;encoding layer;DARL model learning;stacked denoising autoencoder;domain adaptation process;descriptive features;task discriminative features;learning process;Amazon review data;adversarial neural networks;adversarial learning","","1","","19","","11 May 2020","","","IEEE","IEEE Conferences"
"A Regional Traffic Signal Control Strategy with Deep Reinforcement Learning","C. Li; F. Yan; Y. Zhou; J. Wu; X. Wang","School of Information Science and Technology, Southwest Jiaotong University, Chengdu, China; School of Information Science and Technology, Southwest Jiaotong University, Chengdu, China; School of Information Science and Technology, Southwest Jiaotong University, Chengdu, China; School of Information and Software Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Information Science and Technology, Southwest Jiaotong University, Chengdu, China","2018 37th Chinese Control Conference (CCC)","7 Oct 2018","2018","","","7690","7695","In this paper, a deep reinforcement learning algorithm for regional intersection traffic control is proposed for improves the capacity of the road network. This method interacts with the traffic environment to learn the optimal signal control strategy by reinforcement learning. And it using deep learning to reduce the dimension of the huge traffic flow data generated by the road network. The denoising stacked autoencoders are adopted to handle the abnormal dynamic traffic data. Simulations in platform consisting of VISSIM and Python are applied to test the algorithm. The performance of the proposed method is comprehensively compared with a traditional algorithms and a fixed signal timing method with green time difference for regional traffic signal control under different traffic demand. Simulation results suggest that the proposed method significantly reduces the average delay in the traffic network when traffic conditions changed rapidly.","1934-1768","978-988-15639-5-8","10.23919/ChiCC.2018.8483361","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8483361","Deep Reinforcement Learning;Traffic Control;Traffic Network","Machine learning;Roads;Noise reduction;Learning (artificial intelligence);Traffic control;Timing","learning (artificial intelligence);optimal control;road traffic control;traffic engineering computing","traffic environment;optimal signal control strategy;deep learning;road network;denoising stacked autoencoders;abnormal dynamic traffic data;fixed signal timing method;traffic network;traffic conditions;regional traffic signal control strategy;deep reinforcement learning algorithm;regional intersection traffic control;traffic flow data;traffic demand;VISSIM;Python","","1","","27","","7 Oct 2018","","","IEEE","IEEE Conferences"
"Coupled Analysis Dictionary Learning to inductively learn inversion: Application to real-time reconstruction of Biomedical signals","K. Gupta; B. Bhowmick; A. Majumdar","Embedded Systems and Robotics, TCS Research and Innovation, India; Embedded Systems and Robotics, TCS Research and Innovation, India; Indraprastha Institute of Information Technology Delhi, India","2018 International Joint Conference on Neural Networks (IJCNN)","14 Oct 2018","2018","","","1","8","This work addresses the problem of reconstructing biomedical signals from their lower dimensional projections. Traditionally Compressed Sensing (CS) based techniques have been employed for this task. These are transductive inversion processes; the problem with these approaches is that the inversion is time-consuming and hence not suitable for real-time applications. With the recent advent of deep learning, Stacked Sparse Denoising Autoencoder (SSDAE) has been used for learning inversion in an inductive setup. The training period for inductive learning is large but is very fast during application - capable of real-time speed. This work proposes a new approach for inductive learning of the inversion process. It is based on Coupled Analysis Dictionary Learning. Results on Biomedical signal reconstruction show that our proposed approach is very fast and yields result far better than CS and SSDAE.","2161-4407","978-1-5090-6014-6","10.1109/IJCNN.2018.8489148","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8489148","inverse problem;reconstruction;inductive learning;transfer learning;dictionary learning","","compressed sensing;electrocardiography;feature extraction;learning (artificial intelligence);medical signal processing;photoplethysmography;signal reconstruction;signal representation","Traditionally Compressed Sensing;biomedical signal reconstruction;real-time speed;inductive learning;inductive setup;learning inversion;Stacked Sparse Denoising Autoencoder;deep learning;transductive inversion processes;real-time reconstruction;Coupled Analysis Dictionary Learning","","1","","26","","14 Oct 2018","","","IEEE","IEEE Conferences"
"SysEvoRecomd: Network Reconstruction by Graph Evolution and Change Learning","A. Chaturvedi; A. Tiwari; S. Chaturvedi","Department of Informatics, King's College London, London, U.K.; Indian Institute of Technology Indore, Indore, India; Design and Manufacturing, Indian Institute of Information Technology, Jabalpur, India","IEEE Systems Journal","2 Sep 2020","2020","14","3","4007","4014","We introduce a System Evolution Recommender (SysEvoRecomd) algorithm that uses a novel algorithm Graph Evolution and Change Learning (GECL) to do system network reconstruction. Internally, GECL uses Deep Evolution Learner (DEL) to learn about evolution and changes happened over a system state series. The DEL is an extension of the deep learning algorithm, which uses an Evolving Connection Matrix (ECM) representing temporal patterns of the evolving entity-connections for training incremental states. The DEL generates a Deep System Neural Network (Deep SysNN) to do network (graph) reconstruction. The SysEvoRecomd extracts the evolving characteristic of graph with deep neural network techniques. It aims to learn the evolution and changes of the system state series to reconstruct the system network. Our key idea is to design three variants of GECL based on three remodeled deep learning techniques: Restricted Boltzmann Machine (RBM), Deep Belief Network (DBN), and denoising Autoencoder (dA). Based on proposed SysEvoRecomd algorithm, we developed a SysEvoRecomd-Tool, which is applied on different evolving systems: software, natural language, multisport event, retail market, and IMDb movie genre. We demonstrated the usefulness of intelligent recommendations using three variants of GECL based on RBM, DBN, and dA.","1937-9234","","10.1109/JSYST.2020.2988037","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9154729","Graph theory;machine learning;network reconstruction;systems engineering and theory","Electronic countermeasures;Matrix converters;Machine learning;Buffer storage;Silicon;Training;Neural networks","belief networks;Boltzmann machines;learning (artificial intelligence);matrix algebra;network theory (graphs)","GECL;system network reconstruction;DEL;system state series;deep learning algorithm;evolving entity-connections;training incremental states;remodeled deep learning techniques;deep belief network;SysEvoRecomd-Tool;graph evolution and change learning;deep evolution learner;evolving connection matrix;deep system neural network;deep SysNN;SysEvoRecomd algorithm;system evolution recommender algorithm;restricted Boltzmann machine;DBN;RBM;denoising autoencoder;dA","","1","","36","IEEE","3 Aug 2020","","","IEEE","IEEE Journals"
"Cross-domain sentiment classification using deep learning approach","Miao Sun; Qi Tan; Runwei Ding; Hong Liu","South China Normal University, Guangzhou, China; South China Normal University, Guangzhou, China; Peking University, Shenzhen Graduate School, Shenzhen, China; Peking University, Beijing, China","2014 IEEE 3rd International Conference on Cloud Computing and Intelligence Systems","6 Aug 2015","2014","","","60","64","Deep learning, as a new unsupervised leaning algorithm, has strong capabilities to learn data representations. Previous work has shown that new features learned by deep learning algorithm help to improve the accuracy of cross-domain classification. In this paper, we firstly propose a modified version of marginalized stacked denoising autoencoders (mSDA). We call it mSDA++ algorithm, which can learn excellent and low-dimensional features for training classifier. In addition, we combine mSDA with EASYADAPT algorithm to further improve the accuracy of cross-domain classification. Then we use SVM, mSDA, mSDA++, and EA+mSDA algorithms to do the cross-domain sentiment classification experiments on Amazon benchmark dataset. The results show that EA+mSDA algorithm attains the best accuracy. Besides, the mSDA++ algorithm can accelerate the subsequent calculation and reduce the data storage space.","2376-595X","978-1-4799-4719-5","10.1109/CCIS.2014.7175703","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7175703","Text sentiment classification;Deep learning;Cross-domain;dimension reduction;feature augment","Noise reduction;Classification algorithms;Training;ISO standards","data structures;pattern classification;storage management;support vector machines;unsupervised learning","cross-domain sentiment classification;deep learning approach;unsupervised leaning algorithm;data representations;marginalized stacked denoising autoencoders;mSDA++ algorithm;EASYADAPT algorithm;SVM;EA+mSDA;Amazon benchmark dataset;data storage space","","1","","13","","6 Aug 2015","","","IEEE","IEEE Conferences"
"Label-free Optimization for Passive Beamforming in IRS-assisted MISO Systems","L. Chu; H. He; L. Pei; W. Yu; R. C. Qiu","Department of Electronic Engineering, Shanghai Jiao Tong University, Shanghai, China; Department of Electronic Engineering, Shanghai Jiao Tong University, Shanghai, China; Department of Electronic Engineering, Shanghai Jiao Tong University, Shanghai, China; Department of Electronic Engineering, Shanghai Jiao Tong University, Shanghai, China; School of Electronic Information and Communications, Huazhong University of Science and Technology, Wuhan, China","2020 IEEE 20th International Conference on Communication Technology (ICCT)","24 Dec 2020","2020","","","157","162","The intelligent reflecting surface (IRS) has been recently brought up and foreseen to be one of the revolutionary technologies for future communication systems. A significant number of low-cost passive elements (PAs) can effectively reflect incident signals and collaboratively achieve beamforming by controlling phase shifts at PAs. In this paper, we study the passive beamforming problem (PBP) in the IRS-assisted multiple-input single-output (MISO) wireless system with imperfect channel station information (CSI). Considering the effect of imperfect CSI, we propose to jointly solve the non-convex beamforming problem and the CSI denoising problem with specially-designed autoencoder based deep neural networks (DNN). Moreover, instead of purely applying the DNN, we elaborate designs of the activation function, the loss function, and the feature selection. The experimental results demonstrate the advantages of the proposed method: 1) It can provide comparable performance with state-of-art approach while consuming significantly less computational time; 2) It can achieve robust beamforming over different kinds of channel estimation errors; 3) It requires no prior knowledge of the labeled targets (phase shifts), which demonstrates its potential application with CSI obtained from real environments.","2576-7828","978-1-7281-8141-7","10.1109/ICCT50939.2020.9295770","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9295770","Intelligent Reflecting Surface;MISO;label-free learning;passive beamforming;imperfect CSI","Array signal processing;Task analysis;Optimization;Wireless communication;Noise reduction;MISO communication;Feature extraction","array signal processing;channel estimation;concave programming;deep learning (artificial intelligence);intelligent materials;MISO communication;neural nets;telecommunication computing","label-free optimization;IRS-assisted MISO systems;intelligent reflecting surface;revolutionary technologies;communication systems;low-cost passive elements;incident signals;phase shifts;passive beamforming problem;multiple-input single-output wireless system;imperfect channel station information;imperfect CSI;nonconvex beamforming problem;CSI denoising problem;deep neural networks;DNN;activation function;loss function;robust beamforming;channel estimation errors;autoencoder","","1","","28","","24 Dec 2020","","","IEEE","IEEE Conferences"
"Neural networks based channel compensation for i-vector speaker verification","W. Rao; X. Xiao; C. Xu; H. Xu; K. Lee; E. S. Chng; H. Li","Temasek Laboratories, Nanyang Technological University, Singapore; Temasek Laboratories, Nanyang Technological University, Singapore; School of Computer Science and Engineering, Nanyang Technological University, Singapore; Temasek Laboratories, Nanyang Technological University, Singapore; Human Language Technology Department, A*STAR, Singapore; School of Computer Science and Engineering, Nanyang Technological University, Singapore; School of Computer Science and Engineering, Nanyang Technological University, Singapore","2016 10th International Symposium on Chinese Spoken Language Processing (ISCSLP)","4 May 2017","2016","","","1","5","Linear discriminant analysis (LDA) and Gaussian probabilistic LDA (PLDA) have been shown to effectively suppress channel- and session-variability of i-vectors. But they suffer the following limitations: 1) In LDA, a single linear transformation may not be adequate to describe the nonlinear relationship of features and 2) Gaussian-PLDA assumes the speaker and channel factors follow a Gaussian distribution, but they are actually non-Gaussians. We consider neural networks (NN) as a way to overcome the limitations, that captures the nonlinear relationship of features and does not require prior assumptions. This paper investigates three NN based channel compensation methods: deep metric learning, NN classifier, and deep denoising autoencoder and compares their performance with LDA and PLDA. Experiments conducted on NIST 2010 speaker recognition evaluation suggest that NN-based channel compensation methods are superior to LDA and that the performance of NN classifier is better than that of PLDA under most of common evaluation conditions. Additionally, this paper also helps us understand the relationships among LDA, PLDA, and NN based methods.","","978-1-5090-4294-4","10.1109/ISCSLP.2016.7918436","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7918436","neural networks;LDA;PLDA;i-vector;speaker recognition","Artificial neural networks;Measurement;Training;Transforms;Noise reduction;Feature extraction","Gaussian distribution;learning (artificial intelligence);neural nets;signal classification;speaker recognition","neural networks;channel compensation;i-vector speaker verification;linear discriminant analysis;Gaussian probabilistic LDA;PLDA;linear transformation;Gaussian distribution;NN;channel compensation methods;deep metric learning;NN classifier;deep denoising autoencoder","","","","24","","4 May 2017","","","IEEE","IEEE Conferences"
"Nonlinear Cross-Domain Feature Representation Learning Method Based on Dual Constraints","H. Ding; Y. Zhang; S. Yang; Y. Lin","Key Laboratory of Knowledge Engineering with Big Data, (Hefei University of Technology), Ministry of Education School of Computer Science and Information Engineering Hefei University of Technology, Hefei, China; Key Laboratory of Knowledge Engineering with Big Data, (Hefei University of Technology), Ministry of Education School of Computer Science and Information Engineering Hefei University of Technology, Hefei, China; Key Laboratory of Knowledge Engineering with Big Data, (Hefei University of Technology), Ministry of Education School of Computer Science and Information Engineering Hefei University of Technology, Hefei, China; Key Laboratory of Data Science and Intelligence Application, Fujian Province University, Zhangzhou, China","2019 IEEE International Conference on Big Knowledge (ICBK)","30 Dec 2019","2019","","","66","72","Feature representation learning is a research focus in domain adaptation. Recently, due to the fast training speed, the marginalized Denoising Autoencoder (mDA) as a standing deep learning model has been widely utilized for feature representation learning. However, the training of mDA suffers from the lack of nonlinear relationship and does not explicitly consider the distribution discrepancy between domains. To address these problems, this paper proposes a novel method for feature representation learning, namely Nonlinear cross-domain Feature learning based Dual Constraints (NFDC), which consists of kernelization and dual constraints. Firstly, we introduce kernelization to effectively extract nonlinear relationship in feature representation learning. Secondly, we design dual constraints including Maximum Mean Discrepancy (MMD) and Manifold Regularization (MR) in order to minimize distribution discrepancy during the training process. Experimental results show that our approach is superior to several state-of-the-art methods in domain adaptation tasks.","","978-1-7281-4607-2","10.1109/ICBK.2019.00017","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8944645","Domain Adaptation;Feature Representation Learning;Kernelization;Maximum Mean Discrepancy;Manifold Regularization","Noise reduction;Manifolds;Training;Adaptation models;Kernel;Deep learning;Feature extraction","feature extraction;learning (artificial intelligence)","domain adaptation tasks;training process;manifold regularization;maximum mean discrepancy;kernelization;distribution discrepancy;marginalized denoising autoencoder;nonlinear relationship;standing deep learning model;dual constraints;Nonlinear cross-domain Feature representation learning method","","","","30","IEEE","30 Dec 2019","","","IEEE","IEEE Conferences"
