"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A weakly-supervised deep domain adaptation method for multi-modal sensor data","R. -C. Mihailescu","Department of Computer Science, Malmö University, Internet of Things and People Research Center, 20506, Malmö, Sweden","2021 IEEE Global Conference on Artificial Intelligence and Internet of Things (GCAIoT)","31 Jan 2022","2021","","","45","50","Nearly every real-world deployment of machine learning models suffers from some form of shift in data distributions in relation to the data encountered in production. This aspect is particularly pronounced when dealing with streaming data or in dynamic settings (e.g. changes in data sources, behaviour and the environment). As a result, the performance of the models degrades during deployment. In order to account for these contextual changes, domain adaptation techniques have been designed for scenarios where the aim is to learn a model from a source data distribution, which can perform well on a different, but related target data distribution.In this paper we introduce a variational autoencoder-based multi-modal approach for the task of domain adaptation, that can be trained on a large amount of labelled data from the source domain, coupled with a comparably small amount of labelled data from the target domain. We demonstrate our approach in the context of human activity recognition using various IoT sensing modalities and report superior results when benchmarking against the effective mSDA method for domain adaptation.","","978-1-6654-3841-4","10.1109/GCAIoT53516.2021.9693050","Stiftelsen för Kunskaps- och Kompetensutveckling; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9693050","Domain adaptation;Neural Networks;Internet of Things;Human Activity Recognition","Adaptation models;Soft sensors;Multimodal sensors;Neural networks;Production;Machine learning;Activity recognition","deep learning (artificial intelligence);Internet of Things","weakly-supervised deep domain adaptation method;multimodal sensor data;real-world deployment;machine learning models;data distributions;dynamic settings;data sources;contextual changes;domain adaptation techniques;source data distribution;variational autoencoder-based multimodal approach;labelled data;source domain;target domain;IoT sensing modalities;related target data distribution","","","","30","IEEE","31 Jan 2022","","","IEEE","IEEE Conferences"
"One-Shot Example Videos Localization Network for Weakly-Supervised Temporal Action Localization","Y. Liu; W. Zhang; G. Li; L. Su; Q. Huang","School of Computer Science and Technology, Harbin Institute of Technology, Weihai, China; School of Computer Science and Technology, Harbin Institute of Technology, Weihai, China; School of Computer Science and Technology, University of Chinese Academy of Sciences, Beijing, China; School of Computer Science and Technology, University of Chinese Academy of Sciences, Beijing, China; School of Computer Science and Technology, University of Chinese Academy of Sciences, Beijing, China","2021 IEEE 4th International Conference on Multimedia Information Processing and Retrieval (MIPR)","19 Oct 2021","2021","","","125","130","This paper tackles the problem of example-driven weakly-supervised temporal action localization. We propose the One-shot Example Videos Localization Network (OSEVLNet) for precisely localizing the action instances in untrimmed videos with only one trimmed example video. Since the frame-level ground truth is unavailable under weakly-supervised settings, our approach automatically trains a self-attention module with reconstruction and feature discrepancy restriction. Specifically, the reconstruction restriction minimizes the discrepancy between the original input features and the reconstructed features of a Variational AutoEncoder (VAE) module. The feature discrepancy restriction maximizes the distance of weighted features between highly-responsive regions and slightly-responsive regions. Our approach achieves comparable or better results on THUMOS’14 dataset than other weakly-supervised methods while it is trained with much less videos. Moreover, our approach is especially suitable for the expansion of newly emerging action categories to meet the requirements of different occasions.","","978-1-6654-1865-2","10.1109/MIPR51284.2021.00026","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9565477","Video Analysis;Weakly Supervised Learning;Action Localization;Untrimmed Video","Location awareness;Training;Conferences;Information processing;Streaming media;Image reconstruction;Videos","image colour analysis;image motion analysis;image reconstruction;video signal processing","feature discrepancy restriction;original input features;reconstructed features;weakly-supervised methods;example-driven weakly-supervised temporal action localization;action instances;untrimmed videos;weakly-supervised settings;one-shot example videos localization network;variational autoencoder","","","","19","IEEE","19 Oct 2021","","","IEEE","IEEE Conferences"
"In-Bed Human Pose Estimation from Unseen and Privacy-Preserving Image Domains","T. Cao; M. A. Armin; S. Denman; L. Petersson; D. Ahmedt-Aristizabal","Imaging and Computer Vision Group, CSIRO Data61, Canberra, Australia; Imaging and Computer Vision Group, CSIRO Data61, Canberra, Australia; SAIVT, Queensland University of Technology, Brisbane, Australia; Imaging and Computer Vision Group, CSIRO Data61, Canberra, Australia; Imaging and Computer Vision Group, CSIRO Data61, Canberra, Australia","2022 IEEE 19th International Symposium on Biomedical Imaging (ISBI)","26 Apr 2022","2022","","","1","5","Medical applications have benefited greatly from the rapid advancement in computer vision. Considering patient monitoring in particular, in-bed human posture estimation offers important health-related metrics with potential value in medical condition assessments. Despite great progress in this domain, it remains challenging due to substantial ambiguity during occlusions, and the lack of large corpora of manually labeled data for model training, particularly with domains such as thermal infrared imaging which are privacy-preserving, and thus of great interest. Motivated by the effectiveness of self-supervised methods in learning features directly from data, we propose a multi-modal conditional variational autoencoder (MC-VAE) capable of reconstructing features from missing modalities seen during training. This approach is used with HRNet to enable single modality inference for in-bed pose estimation. Through extensive evaluations, we demonstrate that body positions can be effectively recognized from the available modality, achieving on par results with baseline models that are highly dependent on having access to multiple modes at inference time. The proposed framework supports future research towards self-supervised learning that generates a robust model from a single source, and expects it to generalize over many unknown distributions in clinical environments.","1945-8452","978-1-6654-2923-8","10.1109/ISBI52829.2022.9761598","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9761598","Self-supervised learning;long-wave infrared","Training;Measurement;Privacy;Patient monitoring;Medical conditions;Pose estimation;Machine learning","computer vision;image sensors;infrared imaging;learning (artificial intelligence);patient monitoring;pose estimation","bed human pose estimation;unseen;privacy-preserving image;medical applications;rapid advancement;computer vision;patient monitoring;in-bed human posture estimation;important health-related metrics;medical condition assessments;substantial ambiguity;manually labeled data;model training;thermal infrared imaging;self-supervised methods;multimodal conditional variational autoencoder;MC-VAE;single modality inference;available modality;self-supervised learning;robust model","","","","22","IEEE","26 Apr 2022","","","IEEE","IEEE Conferences"
"EmoSen: Generating Sentiment and Emotion Controlled Responses in a Multimodal Dialogue System","M. Firdaus; H. Chauhan; A. Ekbal; P. Bhattacharyya","Department of Computer Science and Engineering, IIT Patna, Bihta, Bihar, India; Department of Computer Science and Engineering, IIT Patna, Bihta, Bihar, India; Department of Computer Science and Engineering, IIT Patna, Bihta, Bihar, India; Department of Computer Science and Engineering, IIT Patna, Bihta, Bihar, India","IEEE Transactions on Affective Computing","2 Sep 2022","2022","13","3","1555","1566","An essential skill for effective communication is the ability to express specific sentiment and emotion in a conversation. Any robust dialogue system should handle the combined effect of both sentiment and emotion while generating responses. This is expected to provide a better experience and concurrently increase users’ satisfaction. Previously, research on either emotion or sentiment controlled dialogue generation has shown great promise in developing the next generation conversational agents, but the simultaneous effect of both is still unexplored. The existing dialogue systems are majorly based on unimodal sources, predominantly the text, and thereby cannot utilize the information present in the other sources, such as video, audio, image, etc. In this article, we present at first a large scale benchmark Sentiment Emotion aware Multimodal Dialogue (SEMD) dataset for the task of sentiment and emotion controlled dialogue generation. The SEMD dataset consists of 55k conversations from 10 TV shows having text, audio, and video information. To utilize multimodal information, we propose multimodal attention based conditional variational autoencoder (M-CVAE) that outperforms several baselines. Quantitative and qualitative analyses show that multimodality, along with contextual information, plays an essential role in generating coherent and diverse responses for any given emotion and sentiment.","1949-3045","","10.1109/TAFFC.2020.3015491","SERB, Govt. of India(grant numbers:IMP/2018/002072); Visvesvaraya Ph.D. scheme for Electronics and IT; Ministry of Electronics and Information Technology; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9165162","Conversational AI;natural language generation;sentiment-aware NLG;emotion-aware NLG;multimodality","Visualization;Task analysis;Artificial intelligence;TV;Buildings;History;Generative adversarial networks","emotion recognition;interactive systems;speech-based user interfaces","multimodal attention;coherent responses;diverse responses;robust dialogue system;generation conversational agents;emotion controlled dialogue generation;multimodal information;benchmark sentiment emotion aware multimodal dialogue dataset;emotion controlled responses;SEMD dataset;EmoSen;multimodal attention based conditional variational autoencoder;M-CVAE;qualitative analysis","","","","68","IEEE","11 Aug 2020","","","IEEE","IEEE Journals"
"Voice Conversion Based Augmentation and a Hybrid CNN-LSTM Model for Improving Speaker-Independent Keyword Recognition on Limited Datasets","Y. A. Wubet; K. -Y. Lian","Department of Electrical Engineering, National Taipei University of Technology, Taipei, Taiwan; Department of Electrical Engineering, National Taipei University of Technology, Taipei, Taiwan","IEEE Access","29 Aug 2022","2022","10","","89170","89180","Keyword recognition is the basis of speech recognition, and its application is rapidly increasing in keyword spotting, robotics, and smart home surveillance. Because of these advanced applications, improving the accuracy of keyword recognition is crucial. In this paper, we proposed voice conversion (VC) - based augmentation to increase the limited training dataset and a fusion of a convolutional neural network (CNN) and long-short term memory (LSTM) model for robust speaker-independent isolated keyword recognition. Collecting and preparing a sufficient amount of voice data for speaker-independent speech recognition is a tedious and bulky task. To overcome this, we generated new raw voices from the original voices using an auxiliary classifier conditional variational autoencoder (ACVAE) method. In this study, the main intention of voice conversion is to obtain numerous and various human-like keywords’ voices that are not identical to the source and target speakers’ pronunciation. Parallel VC was used to accurately maintain the linguistic content. We examined the performance of the proposed voice conversion augmentation techniques using robust deep neural network algorithms. Original training data, excluding generated voice using other data augmentation and regularization techniques, were considered as the baseline. The results showed that incorporating voice conversion augmentation into the baseline augmentation techniques and applying the CNN-LSTM model improved the accuracy of isolated keyword recognition.","2169-3536","","10.1109/ACCESS.2022.3200479","Ministry of Science and Technology (MOST), Taiwan(grant numbers:110-2221-E-027-121); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9863772","CNN-LSTM;data augmentation;speaker-independent keyword recognition;voice conversion","Speech recognition;Convolutional neural networks;Data models;Training data;Mel frequency cepstral coefficient;Linguistics","convolutional neural nets;deep learning (artificial intelligence);recurrent neural nets;speaker recognition","ACVAE method;robust speaker-independent isolated keyword recognition;long-short term memory model;robust deep neural network algorithms;voice conversion augmentation techniques;auxiliary classifier conditional variational autoencoder method;speaker-independent speech recognition;convolutional neural network;smart home surveillance;hybrid CNN-LSTM model","","","","55","CCBY","19 Aug 2022","","","IEEE","IEEE Journals"
"Combining Virtual Sample Generation Based Data Enhancement and Multi-objective Optimization Based Selective Ensemble for Soft Sensor Modeling","S. Huang; H. Jin; B. Yang; H. Liu","Faculty of Information Engineering and Automation, Kunming University of Science and Technology, Kunming, China; Yunnan Key Laboratory of Artificial Intelligence, Kunming University of Science and Technology, Kunming, China; Yunnan Key Laboratory of Artificial Intelligence, Kunming University of Science and Technology, Kunming, China; Yunnan Key Laboratory of Artificial Intelligence, Kunming University of Science and Technology, Kunming, China","2022 IEEE 11th Data Driven Control and Learning Systems Conference (DDCLS)","26 Aug 2022","2022","","","287","293","Soft sensor modeling technology realizes the real-time estimation of difficult-to-measure variables by constructing the mathematical model between secondary variables and primary variable. Nevertheless, sufficient and high-quality training samples are difficult to obtain owing to the high cost of data acquisition and low sampling rate. To solve this, a soft sensor modeling method, combining virtual sample generation based data enhancement and multi-objective optimization based selective ensemble (DESE), is proposed. First, a supervised variational autoencoder (SVAE) is constructed by introducing quality variable. Second, a generative model is built through the combination of SVAE and Wasserstein GAN with gradient penalty (WGAN-gp). Third, SV-WGANgp is trained on each sample subset, which is obtained by resampling, and a fixed number of virtual samples are generated. A set of base models is established for the expanded original samples subsequently. Finally, the multi-objective optimization method is utilized to prune these models, which satisfy both accuracy and diversity requirements. After integrating the selected base models, the final prediction results are obtained. Experimental results verify that, compared with the other three popular generation models, DESE significantly improves the prediction performance of soft sensor model by supplementing the original samples.","2767-9861","978-1-6654-9675-9","10.1109/DDCLS55054.2022.9858428","National Science Foundation of China(grant numbers:62163019,61763020,61863020); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9858428","Soft Sensor;Data Enhancement;Generative Model;Multi-objective Optimization;Selective Ensemble","Training;Soft sensors;Diversity reception;Optimization methods;Predictive models;Prediction algorithms;Linear programming","learning (artificial intelligence);maximum likelihood estimation;neural nets;optimisation;soft sensors","soft sensor modeling technology;difficult-to-measure variables;mathematical model;secondary variables;high-quality training samples;soft sensor modeling method;SVAE;quality variable;generative model;sample subset;virtual samples;expanded original samples;multiobjective optimization method;selected base models;popular generation models;soft sensor model;virtual sample generation based data enhancement;multiobjective optimization based selective ensemble;real-time estimation;primary variable;DESE;supervised variational autoencoder;Wasserstein GAN with gradient penalty;WGAN-gp;SV-WGANgp;prediction performance improvement","","","","20","IEEE","26 Aug 2022","","","IEEE","IEEE Conferences"
"Artificial Intelligence and Dimensionality Reduction: Tools for Approaching Future Communications","A. Ramírez-Arroyo; L. García; A. Alex-Amor; J. F. Valenzuela-Valdés","Department of Signal Theory, Telematics and Communications, Universidad de Granada, Granada, Spain; Department of Signal Theory, Telematics and Communications, Universidad de Granada, Granada, Spain; Information Technologies Department, Universidad CEU San Pablo, Madrid, Spain; Department of Signal Theory, Telematics and Communications, Universidad de Granada, Granada, Spain","IEEE Open Journal of the Communications Society","22 Mar 2022","2022","3","","475","492","This article presents a novel application of the t-distributed Stochastic Neighbor Embedding (t-SNE) clustering algorithm to the telecommunication field. t-SNE is a dimensionality reduction algorithm that allows the visualization of large dataset into a 2D plot. We present the applicability of this algorithm in a communication channel dataset formed by several scenarios (anechoic, reverberation, indoor and outdoor), and by using six channel features. Applying this artificial intelligence (AI) technique, we are able to separate different environments into several clusters allowing a clear visualization of the scenarios. Throughout the article, it is proved that t-SNE has the ability to cluster into several subclasses, obtaining internal classifications within the scenarios themselves. t-SNE comparison with different dimensionality reduction techniques (PCA, Isomap) is also provided throughout the paper. Furthermore, post-processing techniques are used to modify communication scenarios, recreating a real communication scenario from measurements acquired in an anechoic chamber. The dimensionality reduction and classification by using t-SNE and Variational AutoEncoders show good performance distinguishing between the recreation and the real communication scenario. The combination of these two techniques opens up the possibility for new scenario recreations for future mobile communications. This work shows the potential of AI as a powerful tool for clustering, classification and generation of new 5G propagation scenarios.","2644-125X","","10.1109/OJCOMS.2022.3156473","Spanish Program of Research, Development, and Innovation(grant numbers:RTI2018-102002-A-I00); “Junta de Andalucía”(grant numbers:B-TIC-402-UGR18,P18.RT.4830); Ministerio de Universidades, Gobierno de España(grant numbers:FPU19/01251); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9729516","reduction;propagation;t-SNE;unsupervised learning;wireless communications","Antenna measurements;Reverberation;Artificial intelligence;Communication channels;Clustering algorithms;Dimensionality reduction;Wireless communication","anechoic chambers (electromagnetic);data visualisation;feature extraction;learning (artificial intelligence);mobile communication;pattern clustering;principal component analysis;stochastic processes;telecommunication computing","future communications;telecommunication field;dimensionality reduction algorithm;communication channel dataset;channel features;artificial intelligence technique;clear visualization;t-SNE comparison;post-processing techniques;communication scenario;classification;scenario recreations;future mobile communications;5G propagation scenarios;stochastic neighbor embedding clustering algorithm;t-SNE clustering algorithm;dimensionality reduction techniques;internal classifications;PCA;Isomap;anechoic chamber;mobile communications;Variational AutoEncoders","","","","62","CCBY","7 Mar 2022","","","IEEE","IEEE Journals"
"Generating Representative Samples for Few-Shot Classification","J. Xu; H. Le",Stony Brook University; Amazon Robotics,"2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","27 Sep 2022","2022","","","8993","9003","Few-shot learning (FSL) aims to learn new categories with a few visual samples per class. Few-shot class representations are often biased due to data scarcity. To mitigate this issue, we propose to generate visual samples based on semantic embeddings using a conditional variational autoencoder (CVAE) model. We train this CVAE model on base classes and use it to generate features for novel classes. More importantly, we guide this VAE to strictly generate representative samples by removing non-representative samples from the base training set when training the CVAE model. We show that this training scheme enhances the representativeness of the generated samples and therefore, improves the few-shot classification results. Experimental results show that our method improves three FSL baseline methods by substantial margins, achieving state-of-the-art few-shot classification performance on miniImageNet and tieredImageNet datasets for both 1-shot and 5-shot settings. Code is available at: https://github.com/cvlab-stonybrook/fsl-rsvae.","2575-7075","978-1-6654-6946-3","10.1109/CVPR52688.2022.00880","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9879962","Transfer/low-shot/long-tail learning; Statistical methods","Training;Visualization;Computer vision;Codes;Semantics;Pattern recognition","feature extraction;image classification;learning (artificial intelligence);pattern classification;video signal processing","few-shot learning;visual samples;few-shot class representations;data scarcity;semantic embeddings;conditional variational autoencoder model;CVAE model;base classes;nonrepresentative samples;base training;training scheme;representativeness;few-shot classification results;FSL baseline methods;few-shot classification performance;1-shot;5-shot settings;generating representative samples","","","","86","IEEE","27 Sep 2022","","","IEEE","IEEE Conferences"
"Reinforcement Learning in Latent Action Sequence Space","H. Kim; M. Yamada; K. Miyoshi; T. Iwata; H. Yamakawa","Laboratory for Intelligent Systems and Informatics, Graduate School of Information Science and Technology, The University of Tokyo; NTT Secure Platform Laboratories; narrative nights inc.; NTT Communication Science Laboratories; Dwango Artificial Intelligence Laboratory","2020 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","10 Feb 2021","2020","","","5497","5503","One problem in real-world applications of reinforcement learning is the high dimensionality of the action search spaces, which comes from the combination of actions over time. To reduce the dimensionality of action sequence search spaces, macro actions have been studied, which are sequences of primitive actions to solve tasks. However, previous studies relied on humans to define macro actions or assumed macro actions to be repetitions of the same primitive actions. We propose encoded action sequence reinforcement learning (EASRL), a reinforcement learning method that learns flexible sequences of actions in a latent space for a high-dimensional action sequence search space. With EASRL, encoder and decoder networks are trained with demonstration data by using variational autoencoders for mapping macro actions into the latent space. Then, we learn a policy network in the latent space, which is a distribution over encoded macro actions given a state. By learning in the latent space, we can reduce the dimensionality of the action sequence search space and handle various patterns of action sequences. We experimentally demonstrate that the proposed method outperforms other reinforcement learning methods on tasks that require an extensive amount of search.","2153-0866","978-1-7281-6212-6","10.1109/IROS45743.2020.9341629","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9341629","Reinforcement Learning;Transfer Learning;Learning from Demonstration","Reinforcement learning;Search problems;Decoding;Task analysis;Intelligent robots","intelligent robots;learning (artificial intelligence);neural nets","latent action sequence space;primitive actions;reinforcement learning method;flexible sequences;high-dimensional action sequence search space;encoded macro actions;encoded action sequence reinforcement learning;dimensionality reduction;EASRL;encoder network;decoder network;variational autoencoders;policy network","","","","23","","10 Feb 2021","","","IEEE","IEEE Conferences"
"A Cyclically-Trained Adversarial Network for Invariant Representation Learning","J. Chen; J. Konrad; P. Ishwar",Boston University; Boston University; Boston University,"2020 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW)","28 Jul 2020","2020","","","3393","3402","Recent studies show that deep neural networks are vulnerable to adversarial examples which can be generated via certain types of transformations. Being robust to a desired family of adversarial attacks is then equivalent to being invariant to a family of transformations. Learning invariant representations then naturally emerges as an important goal to achieve which we explore in this paper within specific application contexts. Specifically, we propose a cyclically-trained adversarial network to learn a mapping from image space to latent representation space and back such that the latent representation is invariant to a specified factor of variation (e.g., identity). The learned mapping assures that the synthesized image is not only realistic, but has the same values for unspecified factors (e.g., pose and illumination) as the original image and a desired value of the specified factor. Unlike disentangled representation learning, which requires two latent spaces, one for specified and another for unspecified factors, invariant representation learning needs only one such space. We encourage invariance to a specified factor by applying adversarial training using a variational autoencoder in the image space as opposed to the latent space. We strengthen this invariance by introducing a cyclic training process (forward and backward cycle). We also propose a new method to evaluate conditional generative networks. It compares how well different factors of variation can be predicted from the synthesized, as opposed to real, images. In quantitative terms, our approach attains state-of-the-art performance in experiments spanning three datasets with factors such as identity, pose, illumination or style. Our method produces sharp, high-quality synthetic images with little visible arte-facts compared to previous approaches.","2160-7516","978-1-7281-9360-1","10.1109/CVPRW50498.2020.00399","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9150707","","Training;Generators;Neural networks;Task analysis;Gallium nitride;Image generation;Decoding","image representation;learning (artificial intelligence);neural nets","variational autoencoder;conditional generative networks;cyclic training process;adversarial training;disentangled representation learning;synthesized image;latent representation space;image space;adversarial attacks;deep neural networks;invariant representation learning;cyclically-trained adversarial network","","","","42","","28 Jul 2020","","","IEEE","IEEE Conferences"
"Trajectory-User Link with Attention Recurrent Networks","T. Sun; Y. Xu; F. Wang; L. Wu; T. Qian; Z. Shao","University of Chinese Academy of Sciences, Beijing, China; Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China; Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China; Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China; University of Chinese Academy of Sciences, Beijing, China; University of Chinese Academy of Sciences, Beijing, China","2020 25th International Conference on Pattern Recognition (ICPR)","5 May 2021","2021","","","4589","4596","The prevalent adoptions of GPS-enabled devices have witnessed an explosion of various location-based services which produces a huge amount of trajectories monitoring the individuals' movements. In this paper, we tackle Trajectory-User Link (TUL) problem, which identifies humans' movement patterns and links trajectories to the users who generated them. Existing solutions on TUL problem employ recurrent neural networks and variational autoencoder methods, which face the bottlenecks in the case of excessively long trajectories and fragmentary users' movements. However, these are common characteristics of trajectory data in reality, leading to performance degradation of the existing models. In this paper, we propose an end-to-end attention recurrent neural learning framework, called TULAR (Trajectory-User Link with Attention Recurrent Networks), which focus on selected parts of the source trajectories when linking. TULAR introduce the Trajectory Semantic Vector (TSV) via unsupervised location representation learning and recurrent neural networks, by which to reckon the weight of parts of source trajectory. Further, we employ three attention scores for the weight measurements. Experiments are conducted on two real world datasets and compared with several existing methods, and the results show that TULAR yields a new state-of-the-art performance. Source code is public available at GitHub: https://github.com/taos123/TULAR.","1051-4651","978-1-7281-8808-9","10.1109/ICPR48806.2021.9412453","NSFC(grant numbers:61902376,61602447); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9412453","","Weight measurement;Training;Recurrent neural networks;Semantics;Graphics processing units;Trajectory;Pattern recognition","Global Positioning System;learning (artificial intelligence);location based services;recurrent neural nets;user interfaces","trajectory data;end-to-end attention recurrent neural learning framework;source trajectory;recurrent neural networks;GPS-enabled devices;location-based services;human movement patterns;TUL problem;trajectory-user link problem;trajectory semantic vector;attention recurrent networks;variational autoencoder methods;TULAR;TSV;unsupervised location representation learning;weight measurements","","","","28","","5 May 2021","","","IEEE","IEEE Conferences"
"Emerging Intention Mining Inspired by Semantic Reconstruction","J. Shen; J. Xiang; L. Zhao; L. Wang","Institute of Information Engineering, University of Chinese Academy of Sciences, Beijing, China; Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China; Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China; Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China","2020 IEEE 3rd International Conference on Computer and Communication Engineering Technology (CCET)","6 Oct 2020","2020","","","208","213","Emerging intention mining is the process of identifying the inputs that differ in some respect from the training samples. With the development of artificial intelligence, more and more attention has been paid to data mining. Therefore, methods which can efficiently identify the emerging intentions are needed. However, due to the lack of data for emerging intention, training an end-to-end deep network is a cumbersome task. In this paper, we propose an end-to-end architecture for emerging intention mining which inspired by the success of generative adversarial networks and conditional variational autoencoder (CVAE). Our architecture tries understand the underlying concept of the inputs and then reconstruct them through semantic information. There are two deep networks by Convolutional Neural Networks (CNN). One network works as the semantic information extraction and the other works as the novelty detector. The first network supports the second by enhancing the inlier samples and distorting the outliers. The proposed framework applies to different datasets. The results illustrate that our proposed method learns the target class effectively and is superior to the baseline and state-of-the-art methods.","","978-1-7281-8811-9","10.1109/CCET50901.2020.9213133","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9213133","emerging intention mining;CVAE;sematic reconstructio","Semantics;Feature extraction;Decoding;Data mining;Training;Image reconstruction;Gaussian distribution","convolutional neural nets;data mining;information retrieval;learning (artificial intelligence)","semantic information extraction;intention mining inspired;semantic reconstruction;training samples;artificial intelligence;data mining;emerging intentions;end-to-end deep network;end-to-end architecture;generative adversarial networks;conditional variational autoencoder;deep networks;Convolutional Neural Networks;network works","","","","21","","6 Oct 2020","","","IEEE","IEEE Conferences"
"A Probabilistic Model for Segmentation of Ambiguous 3D Lung Nodule","X. Long; W. Chen; Q. Wang; X. Zhang; C. Liu; Y. Li; J. Zhang","School of Big Data and Software Engineering, Chongqing University, Chongqing, China; School of Big Data and Software Engineering, Chongqing University, Chongqing, China; School of Big Data and Software Engineering, Chongqing University, Chongqing, China; School of Big Data and Software Engineering, Chongqing University, Chongqing, China; The First Affiliated Hospital of Army Medical University, Chongqing, China; Chongqing University Cancer Hospital, Chongqing, China; Chongqing University Cancer Hospital, Chongqing, China","ICASSP 2021 - 2021 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","13 May 2021","2021","","","1130","1134","Many medical images domains suffer from inherent ambiguities. A feasible approach to resolve the ambiguity of lung nodule in the segmentation task is to learn a distribution over segmentations based on a given 2D lung nodule image. Whereas lung nodule with 3D structure contains dense 3D spatial information, which is obviously helpful for resolving the ambiguity of lung nodule, but so far no one has studied it. To this end we propose a probabilistic generative segmentation model consisting of a V-Net and a conditional variational autoencoder. The proposed model obtains the 3D spatial information of lung nodule with V-Net to learn a density model over segmentations. It is capable of efficiently producing multiple plausible semantic lung nodule segmentation hypotheses to assist radiologists in making further diagnosis to resolve the present ambiguity. We evaluate our method on publicly available LIDC-IDRI dataset and achieves a new state-of-the-art result with 0.231±0.005 in $D_{GED}^2$. This result demonstrates the effectiveness and importance of leveraging the 3D spatial information of lung nodule for such problems. Code is available at: https://github.com/jiangjiangxiaolong/PV-Net.","2379-190X","978-1-7281-7605-5","10.1109/ICASSP39728.2021.9415006","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9415006","Nodule ambiguity;Probability model;3D segmentation;Medical image analysis","Solid modeling;Image segmentation;Three-dimensional displays;Semantics;Lung;Probabilistic logic;Spatial resolution","cancer;computerised tomography;image segmentation;lung;medical image processing;neural nets","probabilistic generative segmentation model;3D spatial information;multiple plausible semantic lung nodule segmentation;V-Net;conditional variational autoencoder;LIDC-IDRI dataset;2D lung nodule image;CT scans","","","","19","","13 May 2021","","","IEEE","IEEE Conferences"
"Learning Robust Latent Space of Basketball Player Trajectories for Tactics Analysis","Y. -S. Chao; W. -C. Chen; J. -W. Peng; M. -C. Hu","National Tsing Hua University, Taiwan; National Cheng Kung University, Taiwan; National Cheng Kung University, Taiwan; National Tsing Hua University, Taiwan","2022 IEEE International Conference on Multimedia and Expo (ICME)","26 Aug 2022","2022","","","1","6","Tactic analysis of trajectory data plays an important role in the field of sports science. However, the tactical labels of trajectories are usually insufficient, which limits the deep models to learn the general concept of tactics. In this work, we combine the recurrent variational autoencoder with attention module to learn a robust latent space of the basketball offensive trajectories without the need of labeled data. The learned latent space can be further applied to advanced tasks such as supervised tactics classification, unsupervised tactics clustering, and defensive trajectory generation. The experimental results show that our proposed model achieves better or competitive performance than the previous methods. Furthermore, our proposed model is the first one that focuses on zero-shot tactics clustering and the performance even outperforms the previous methods with supervised and unsupervised settings, which shows the promise of tactics analysis for trajectories in the case of limited labeled data.","1945-788X","978-1-6654-8563-0","10.1109/ICME52920.2022.9859960","Ministry of Science and Technology(grant numbers:108-2221-E-007-106-MY3,109-2221-E-007-095-MY3,110-2221-E-007-061-MY3,110-2221-E-007-060-MY3); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9859960","basketball;defensive trajectories generation;offensive tactic recognition","Analytical models;Data models;Trajectory;Task analysis;Sports","data analysis;deep learning (artificial intelligence);pattern classification;pattern clustering;sport;unsupervised learning","basketball player trajectories;tactic analysis;trajectory data;recurrent variational autoencoder;basketball offensive trajectories;defensive trajectory generation;robust latent space learning;zero-shot tactic clustering;unsupervised tactic clustering;supervised tactic classification;sports science;attention module","","","","13","IEEE","26 Aug 2022","","","IEEE","IEEE Conferences"
